2017-05-25 15:36:48,042 [INFO] webapp.BarcodeView: Barcode added
2017-05-25 15:36:48,045 [INFO] webapp.BarcodeView: Barcode added
2017-05-25 15:36:48,088 [INFO] webapp.barcodevalidator: Barcode is not given when vendor is given
2017-05-25 15:36:48,114 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:36:48,115 [INFO] webapp.barcodevalidator: Barcode is not given when vendor is given
2017-05-25 15:36:48,115 [INFO] webapp.barcodevalidator: Start date is given date
2017-05-25 15:36:48,115 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:36:48,118 [INFO] webapp.barcodevalidator: Start date is given date
2017-05-25 15:36:48,118 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:43:17,400 [INFO] webapp.BarcodeView: Barcode added
2017-05-25 15:43:17,401 [INFO] webapp.BarcodeView: Barcode added
2017-05-25 15:43:17,417 [INFO] webapp.barcodevalidator: Barcode is not given when vendor is given
2017-05-25 15:43:17,424 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:43:17,426 [INFO] webapp.barcodevalidator: Barcode is not given when vendor is given
2017-05-25 15:43:17,426 [INFO] webapp.barcodevalidator: Start date is given date
2017-05-25 15:43:17,426 [INFO] webapp.barcodevalidator: End date is given date
2017-05-25 15:43:17,427 [INFO] webapp.barcodevalidator: Start date is given date
2017-05-25 15:43:17,427 [INFO] webapp.barcodevalidator: End date is given date
2017-05-30 17:44:57,266 [DEBUG] django.db.backends: (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:25:53,114 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:25:54,984 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:25:54,987 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:25:54,989 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 12:55:54'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 12:55:54')
2017-05-30 18:25:54,990 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:25:56,950 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:25:56,953 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:25:56,953 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 12:55:56'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 12:55:56')
2017-05-30 18:25:56,956 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:25:56,957 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) FROM (SELECT `webapp_vendor`.`vendorName` AS Col1, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` INNER JOIN `webapp_vendor` ON (`webapp_token`.`vendor_id` = `webapp_vendor`.`id`) GROUP BY `webapp_vendor`.`vendorName` ORDER BY NULL) subquery; args=()
2017-05-30 18:25:56,960 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`vendorName`, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` INNER JOIN `webapp_vendor` ON (`webapp_token`.`vendor_id` = `webapp_vendor`.`id`) GROUP BY `webapp_token`.`id` ORDER BY `webapp_token`.`id` DESC; args=()
2017-05-30 18:25:59,242 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:25:59,244 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:25:59,244 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 12:55:59'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 12:55:59')
2017-05-30 18:25:59,246 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:26:01,993 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:26:01,996 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:26:01,996 [DEBUG] django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 12:56:01'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 12:56:01')
2017-05-30 18:26:01,997 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:26:02,000 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) FROM (SELECT `webapp_vendor`.`vendorName` AS Col1, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` INNER JOIN `webapp_vendor` ON (`webapp_token`.`vendor_id` = `webapp_vendor`.`id`) GROUP BY `webapp_vendor`.`vendorName` ORDER BY NULL) subquery; args=()
2017-05-30 18:26:02,003 [DEBUG] django.db.backends: (0.000) SELECT `webapp_vendor`.`vendorName`, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` INNER JOIN `webapp_vendor` ON (`webapp_token`.`vendor_id` = `webapp_vendor`.`id`) GROUP BY `webapp_token`.`id` ORDER BY `webapp_token`.`id` DESC; args=()
2017-05-30 18:28:23,842 [DEBUG] django.db.backends: (0.003) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:28:24,049 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:28:24,055 [DEBUG] django.db.backends: (0.004) SHOW FULL TABLES; args=None
2017-05-30 18:28:24,065 [DEBUG] django.db.backends: (0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:28:29,503 [DEBUG] django.db.backends: (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:28:29,506 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:28:29,506 [DEBUG] django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 12:58:29'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 12:58:29')
2017-05-30 18:28:29,513 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:28:29,515 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) FROM (SELECT `webapp_vendor`.`vendorName` AS Col1, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` INNER JOIN `webapp_vendor` ON (`webapp_token`.`vendor_id` = `webapp_vendor`.`id`) GROUP BY `webapp_vendor`.`vendorName` ORDER BY NULL) subquery; args=()
2017-05-30 18:28:29,530 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`vendorName`, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` INNER JOIN `webapp_vendor` ON (`webapp_token`.`vendor_id` = `webapp_vendor`.`id`) GROUP BY `webapp_token`.`id` ORDER BY `webapp_token`.`id` DESC; args=()
2017-05-30 18:30:32,250 [DEBUG] django.db.backends: (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:30:32,252 [DEBUG] django.db.backends: (0.001) SELECT `webapp_token`.`vendor_id`, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` GROUP BY `webapp_token`.`vendor_id` ORDER BY NULL LIMIT 21; args=()
2017-05-30 18:30:51,740 [DEBUG] django.db.backends: (0.003) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:30:51,947 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:30:51,951 [DEBUG] django.db.backends: (0.004) SHOW FULL TABLES; args=None
2017-05-30 18:30:51,963 [DEBUG] django.db.backends: (0.003) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:31:05,510 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:31:05,513 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:31:05,515 [DEBUG] django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 13:01:05'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 13:01:05')
2017-05-30 18:31:05,517 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:31:05,522 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) FROM (SELECT `webapp_token`.`vendor_id` AS Col1, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` GROUP BY `webapp_token`.`vendor_id` ORDER BY NULL) subquery; args=()
2017-05-30 18:31:05,536 [DEBUG] django.db.backends: (0.000) SELECT `webapp_token`.`vendor_id`, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` GROUP BY `webapp_token`.`id` ORDER BY `webapp_token`.`id` DESC; args=()
2017-05-30 18:31:36,762 [DEBUG] django.db.backends: (0.003) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:31:36,967 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:31:36,973 [DEBUG] django.db.backends: (0.005) SHOW FULL TABLES; args=None
2017-05-30 18:31:36,984 [DEBUG] django.db.backends: (0.003) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:31:39,219 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:31:39,220 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:31:39,221 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 13:01:39'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 13:01:39')
2017-05-30 18:31:39,226 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:31:39,230 [DEBUG] django.db.backends: (0.001) SELECT COUNT(*) FROM (SELECT `webapp_token`.`vendor_id` AS Col1, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` GROUP BY `webapp_token`.`vendor_id` ORDER BY NULL) subquery; args=()
2017-05-30 18:31:39,244 [DEBUG] django.db.backends: (0.001) SELECT `webapp_token`.`vendor_id`, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` GROUP BY `webapp_token`.`id` ORDER BY `webapp_token`.`id` DESC; args=()
2017-05-30 18:31:51,424 [DEBUG] django.db.backends: (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:31:51,635 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:31:51,641 [DEBUG] django.db.backends: (0.006) SHOW FULL TABLES; args=None
2017-05-30 18:31:51,648 [DEBUG] django.db.backends: (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:32:11,335 [DEBUG] django.db.backends: (0.003) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:11,546 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:11,552 [DEBUG] django.db.backends: (0.005) SHOW FULL TABLES; args=None
2017-05-30 18:32:11,563 [DEBUG] django.db.backends: (0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:32:18,414 [DEBUG] django.db.backends: (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:18,627 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:18,632 [DEBUG] django.db.backends: (0.005) SHOW FULL TABLES; args=None
2017-05-30 18:32:18,644 [DEBUG] django.db.backends: (0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:32:36,584 [DEBUG] django.db.backends: (0.003) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:36,792 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:36,798 [DEBUG] django.db.backends: (0.006) SHOW FULL TABLES; args=None
2017-05-30 18:32:36,805 [DEBUG] django.db.backends: (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:32:54,167 [DEBUG] django.db.backends: (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:54,380 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:54,384 [DEBUG] django.db.backends: (0.005) SHOW FULL TABLES; args=None
2017-05-30 18:32:54,400 [DEBUG] django.db.backends: (0.002) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:32:56,546 [DEBUG] django.db.backends: (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:56,548 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:56,549 [DEBUG] django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 13:02:56'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 13:02:56')
2017-05-30 18:32:56,552 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:32:56,556 [DEBUG] django.db.backends: (0.001) SELECT COUNT(*) FROM (SELECT `webapp_vendor`.`id` AS Col1, COUNT(`webapp_token`.`id`) AS `num_tokens` FROM `webapp_vendor` LEFT OUTER JOIN `webapp_token` ON (`webapp_vendor`.`id` = `webapp_token`.`vendor_id`) GROUP BY `webapp_vendor`.`id` ORDER BY NULL) subquery; args=()
2017-05-30 18:32:56,572 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName`, COUNT(`webapp_token`.`id`) AS `num_tokens` FROM `webapp_vendor` LEFT OUTER JOIN `webapp_token` ON (`webapp_vendor`.`id` = `webapp_token`.`vendor_id`) GROUP BY `webapp_vendor`.`id` ORDER BY `webapp_vendor`.`id` DESC; args=()
2017-05-30 18:32:56,655 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:56,661 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:32:56,661 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 13:02:56'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 13:02:56')
2017-05-30 18:32:56,663 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:33:42,309 [DEBUG] django.db.backends: (0.003) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:33:42,516 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:33:42,520 [DEBUG] django.db.backends: (0.004) SHOW FULL TABLES; args=None
2017-05-30 18:33:42,529 [DEBUG] django.db.backends: (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:34:34,302 [DEBUG] django.db.backends: (0.003) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:34:34,509 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:34:34,516 [DEBUG] django.db.backends: (0.005) SHOW FULL TABLES; args=None
2017-05-30 18:34:34,523 [DEBUG] django.db.backends: (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 18:34:34,756 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:34:34,763 [DEBUG] django.db.backends: (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:34:34,765 [DEBUG] django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 13:04:34'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 13:04:34')
2017-05-30 18:34:34,775 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 18:34:34,786 [DEBUG] django.db.backends: (0.004) SELECT COUNT(*) FROM (SELECT `webapp_vendor`.`id` AS Col1, COUNT(`webapp_token`.`id`) AS `num_tokens` FROM `webapp_vendor` LEFT OUTER JOIN `webapp_token` ON (`webapp_vendor`.`id` = `webapp_token`.`vendor_id`) GROUP BY `webapp_vendor`.`id` ORDER BY NULL) subquery; args=()
2017-05-30 18:34:34,865 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName`, COUNT(`webapp_token`.`id`) AS `num_tokens` FROM `webapp_vendor` LEFT OUTER JOIN `webapp_token` ON (`webapp_vendor`.`id` = `webapp_token`.`vendor_id`) GROUP BY `webapp_vendor`.`id` ORDER BY `webapp_vendor`.`id` DESC; args=()
2017-05-30 18:34:35,042 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:34:35,046 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 18:34:35,049 [DEBUG] django.db.backends: (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'i0no0uu6rfr1hstlo3s3nl1rlrujwpgr' AND `django_session`.`expire_date` > '2017-05-30 13:04:35'); args=('i0no0uu6rfr1hstlo3s3nl1rlrujwpgr', u'2017-05-30 13:04:35')
2017-05-30 18:34:35,056 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 1; args=(1,)
2017-05-30 19:22:05,938 [DEBUG] django.db.backends: (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:22:06,388 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:22:06,454 [DEBUG] django.db.backends: (0.065) SHOW FULL TABLES; args=None
2017-05-30 19:22:06,483 [DEBUG] django.db.backends: (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2017-05-30 19:22:35,059 [DEBUG] django.db.backends: (0.002) SELECT `webapp_vendor`.`vendorName`, COUNT(`webapp_token`.`vendor_id`) AS `num_tokens` FROM `webapp_token` INNER JOIN `webapp_vendor` ON (`webapp_token`.`vendor_id` = `webapp_vendor`.`id`) GROUP BY `webapp_vendor`.`vendorName` ORDER BY NULL LIMIT 21; args=()
2017-05-30 19:24:54,055 [DEBUG] django.db.backends: (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:24:54,062 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:24:54,065 [DEBUG] django.db.backends: (0.002) SELECT COUNT(*) AS `__count` FROM `webapp_barcode` WHERE `webapp_barcode`.`barcode` = '1111'; args=(u'1111',)
2017-05-30 19:24:54,068 [DEBUG] django.db.backends: (0.001) SELECT `webapp_barcode`.`id`, `webapp_barcode`.`employeeId`, `webapp_barcode`.`barcodeName`, `webapp_barcode`.`barcode` FROM `webapp_barcode` WHERE `webapp_barcode`.`barcode` = '1111'; args=(u'1111',)
2017-05-30 19:24:54,072 [DEBUG] django.db.backends: (0.001) SELECT `webapp_vendor`.`id`, `webapp_vendor`.`vendorName` FROM `webapp_vendor` WHERE `webapp_vendor`.`vendorName` = 'V2'; args=(u'V2',)
2017-05-30 19:24:54,081 [DEBUG] django.db.backends: (0.002) INSERT INTO `webapp_token` (`vendor_id`, `barcode_id`, `tokenDateTime`) VALUES (2, 1, '2017-05-30 13:54:54'); args=[2, 1, u'2017-05-30 13:54:54']
2017-05-30 19:24:55,174 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:24:55,183 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:24:55,186 [DEBUG] django.db.backends: (0.001) SELECT COUNT(*) AS `__count` FROM `webapp_token` INNER JOIN `webapp_vendor` ON (`webapp_token`.`vendor_id` = `webapp_vendor`.`id`) WHERE (`webapp_vendor`.`vendorName` = 'V2' AND `webapp_token`.`tokenDateTime` >= '2017-05-29 18:30:00' AND `webapp_token`.`tokenDateTime` <= '2017-05-30 13:54:55'); args=(u'V2', u'2017-05-29 18:30:00', u'2017-05-30 13:54:55')
2017-05-30 19:24:56,223 [DEBUG] django.db.backends: (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:24:56,230 [DEBUG] django.db.backends: (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:24:56,236 [DEBUG] django.db.backends: (0.004) SELECT COUNT(*) AS `__count` FROM `webapp_barcode` WHERE `webapp_barcode`.`barcode` = ''; args=(u'',)
2017-05-30 19:25:12,519 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:25:12,526 [DEBUG] django.db.backends: (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2017-05-30 19:25:12,528 [DEBUG] django.db.backends: (0.001) SELECT COUNT(*) AS `__count` FROM `webapp_barcode` WHERE `webapp_barcode`.`barcode` = '1111'; args=(u'1111',)
